公众号名称,链接,基本信息,介绍,最近文章,文章链接
广州基金,http://mp.weixin.qq.com/profile?src=3&timestamp=1503130987&ver=1&signature=VVZr4isNTNeUuWFREd-AoWkxbPd0q2e24d2rzrteiyMoUTq*uxb9MFOemwiInD0dMXfo7iE8jWBjGJ2A1qdiRg==,微信号：sfund_wechat,广州产业投资基金管理有限公司是由广州市政府设立的产业投融资平台,涵盖政府基金管理、私募股权投资、风险投资和其他金融平台业务,矢志“聚天下之富建设广州,集广州之财投资天下,打造顶尖的产业投融资平台”!,,广州基金携手普益资本、广州开发区基金 共设冷泉港(广州)生物医药...,http://mp.weixin.qq.com/s?src=3&timestamp=1503130987&ver=1&signature=VPH9NtCNWCEL3XdWuCyxaoV4C6wxzcc04jTQ7yikKlKDhsXRoJMT6u3Rsh1KW4BVS8bFy3OVWSOU4onvise9bOPXDEnrB5lFwufOQIJ8LYiImy1*jGKhIAszn9Lrt2T7s9bPPA29VlUMHhVvW8O9i1KHB-JFOzjQplZpKH3aeRM=
德基金,http://mp.weixin.qq.com/profile?src=3&timestamp=1503130987&ver=1&signature=SD1X6n0xh14-AO3ZCjjsdL3M7xqllzsqiFIBWcB*WSWNaU290qQbO5vrgg5VM1mKSPt09WqniuOlmj4etfJgOA==,微信号：dejijin,“德基金”是一项旨在提升乡村艺术教育水平的公益机构,希望通过点点滴滴的善举感染社会,弘扬慈善精神,增强公众慈善意识,促进乡村儿童艺术事业发展,资助和改善贫困地区教育设施设备、奖学奖教等事项.,,支教招募 | 暑假快结束了,孩子们喊你上课了,http://mp.weixin.qq.com/s?src=3&timestamp=1503130987&ver=1&signature=zpIbs08SYKEGyWwrDZHGf*-yNdhbjLmsVTVDCsTJZbaKvRJ0Ns1LgOnFLMPUYJCmNE*Mr4Pt2s81q5-ZvVmPyXPvTC7bE06DqVuAUBOaCdNyaT4vv746K6mZ9SD72lWyPUYnLjOWgCsLLwlgbmBZwjOrUBf6KyJ6cyPnEVHxBw0=
华侨基金,http://mp.weixin.qq.com/profile?src=3&timestamp=1503130987&ver=1&signature=wRViG6I4pePJZUkJ50j-smBJixls7E-J5hVUplNnMhSVjDPw-ps32IT1m*6y2ImPmz34d71bCGv25TbV3XrxuA==,微信号：OverseasFunds,华侨基金,是中国领先的政府跟投型基金,由剑桥和耶鲁等海归精英联合创办.华侨基金响应“浙商回归”口号,带领海外华侨、海内侨眷回国参与家乡建设,跟投地方政府产业引导基金,积极投资实体经济,专注于投资国企...,,青年兴则国家兴,青年强则国家强——首届世界青商大会在北京举行,http://mp.weixin.qq.com/s?src=3&timestamp=1503130987&ver=1&signature=8DykYiYpje1b8COFjyetfDemXeLRBdIR2-nH0BRx719fZ5zkuvsjPnCINevHPyywf9WqwevZtOrudWMzEcwBMwVXnn9MmKWKkXe3BRw6*gUuy2GexUbDx1qxODtdglR-M6vY5khWVQxIss6J4IzRea6i04A*JSDtucPPH5h4kl8=
大观基金,http://mp.weixin.qq.com/profile?src=3&timestamp=1503130987&ver=1&signature=6sZjrrT-nrWskSh4o3QqtCRGuHm2sABfOsUPfiKzkO2X*tdHNmfGTUecIyasz19HhiW9BaeyV7ZJQNPyAeBP6g==,微信号：daguanjijin,独立的行业资讯观点、持久精华的投资干货、行业大佬的投资建议.关注投资和创业、私募股权、财富管理,组织公益沙龙,致力于金融人士职业价值提升,欢迎准备走上投资道路抑或是正走在投资道路上的人士关注,,操作了十余家私募备案经历 我们得出了这些实用结论,http://mp.weixin.qq.com/s?src=3&timestamp=1503130987&ver=1&signature=C*NU*BF4zZd5jeO7AZCj84NAhln4IU99zMKzxRKWKnZXgNaxkEpOA0CS-z09QutUn4TLkVGBUT6dl1ARIz-ViI-Md5QSsp8HK0iwKEnXQDBZfCJHsMffii6Ap2HPVt4NoWSZ4dqMzj-yiKhv-IvxVMPLQZ2256Ncu6sE*iSDnK8=
周康基金,http://mp.weixin.qq.com/profile?src=3&timestamp=1503130987&ver=1&signature=YZCDyZRIFXMAJ6s90ZtTJCWZ*ZI2w*meU5qoG67AeWC-AI4vacFHfKmX3O8alblajAPt-wDjMOULBXvXPO013g==,微信号：zhoukangcaifu,上海周康股权投资管理有限公司是一家专业从事资产受托管理及经济咨询的非金融企业.经营公司理财、个人理财、财务顾问等中介业务.公司成立于2010年,注册资本3000万元,总部位于上海市黄浦区福州路318号浦汇大厦...,,火车票也打折!去趟温州最低只要…杭州、厦门的打折票都来了!,http://mp.weixin.qq.com/s?src=3&timestamp=1503130987&ver=1&signature=5h-ZVBCMIyEdm-UOTk2GBR6yXC1KjYsf*Dah0KWeXNmfoNnEKRkYeP78Ihxm3N8v0D-3j4GrHUoZ30lK6fVfm3Xvw9mDRnZpFiEhEj7XG1r*UPrt5ncoU80pWc3J6Bosm4C3uXaqYT7ipmJselmibT0vsqNFMhY8ZeXtDZtSQtE=
马洲基金,http://mp.weixin.qq.com/profile?src=3&timestamp=1503130987&ver=1&signature=-eYTgmTQmgNVHtroPMSOkiF1JN5Zi5vilcJtulN2supkhf5RFzLHSe429VixS4fI0qN1AM6PK7mJVHx-UnZnyQ==,微信号：mazhoufund,随时了解稀缺投资机会,把握金融投资趋势,体验不一样的财富人生;您身边的金融服务微平台,,马洲集团儿童艺术培训中心暑期夏令营顺利举办 优秀学员登上央视舞台,http://mp.weixin.qq.com/s?src=3&timestamp=1503130987&ver=1&signature=HM7qvOwNrjvaB74Q28-dkhfEbanEcbsaqeJFXAPWrmzlo93uEBAj4oRNEaxUhMNk6W1ToNRu374yq10UxMm*0jJRoxl0cJd3QO5RSHMX7hmmZE3p5gITnml*Y3KLMwaB3iE2jX1yEVOjCg1um82gf2UeGAvrMWkpj5oHcVHmo4U=
友利基金,http://mp.weixin.qq.com/profile?src=3&timestamp=1503130987&ver=1&signature=2JJHgSBz8iGWiB8rWYsvge914g7ilOD1qNYMaFXbv0d8Mh4rW*XRf-ELSN05PqTqRwhQ-dN7HqNodeahW7B7Cg==,微信号：youlifund,深圳友利基金管理有限公司官方公众号平台,,2017年8月18日早盘宏观信息摘要,http://mp.weixin.qq.com/s?src=3&timestamp=1503130987&ver=1&signature=O2r7MA5GGMsFMp7h5E3TO2ct1ld5E8SQ6MCIrWsgxhXpMtHqmhjnGf2FO6ro9jF7TF1yRZSfFqXLb7myDNzaBi8nvxSsB9ZBiSJWSvek7*D*yejbRLTFSKngC4DPL-LCnBRjTsdqR34Yj34s-*d146iBcD*OBU9v3dz7GvuC6lY=
瑞安基金,http://mp.weixin.qq.com/profile?src=3&timestamp=1503130987&ver=1&signature=MurUNaa1elD6wRQ7aov0k*KQwzVnaI5-o6fevVD-9bKMmxBnFfsmtV6*j5PKD9EsPqmvPB0fmO0laYUIWXSS*A==,微信号：ruianjijin,帮助您了解瑞安基金,致力于股权投资管理、高收益产品投资及相关资讯业务.竭诚为您提供财富增值服务.,,【瑞安|观点】2017年上半年教育行业投资策略分享,http://mp.weixin.qq.com/s?src=3&timestamp=1503130987&ver=1&signature=TKTyteaxIf5p8cLslkxBqFVJZ8wcP-dwmJcINZkm3bmkrpucoauHsIXpsnPCHC3JJtBrXynzzCv4oONSVgFr-1Y3vMewp35CC-pacmExd8ddaUa4xuFfQlWM5v2bSooBHsesOoMkE6-iMV6sAlNkAvK3ImG*j3owLadrzJ5IMFg=
银资基金,http://mp.weixin.qq.com/profile?src=3&timestamp=1503130987&ver=1&signature=hm*unx3e7gkawHkPxTiL0qk1VSVwGbqXEOyen4YAqdA5s1L7NZI1rnnMIbiNUVn*O*eAdNQef9JaEsq79mEsrA==,微信号：yinzijinrong,致力打造成为向投资人及优秀成长型企业提供资金、渠道、技术、管理等一站式综合投资服务品牌,让志同道合的伙伴在创造财富的过程中,更好地实现精神追求和自身价值,,金融嘉年华,http://mp.weixin.qq.com/s?src=3&timestamp=1503130987&ver=1&signature=-vQvLN7bvreLU5ugMCZAF*tc84PyYhkP-XpWEcnV*R7nuQ18F7ck6pcBYykObLoBsE7H0Ueh9mpjy7h6xcrJ7Yc1JUZB8Xc7C04C0yCrxi3lKHEt8zYFyZsevb3H8YkRtABw-jvVje3NWIUsw8ADyR8S88PJZ3le*aY2Xd3sZKI=
小苗基金,http://mp.weixin.qq.com/profile?src=3&timestamp=1503130987&ver=1&signature=lGdZnqekZ*Z39L159fsaNFpTMSgaQ3crjIKWKkr1*JA*zIfyKHufG2*JuFq5Jd7DvcxOIGPjksg2m1j6W5IwHg==,微信号：gh_3aef27f5e08a,小苗基金以为建设南上海科创中心作贡献为宗旨,聚焦企业早期投资,弥补市场失灵,发挥引导基金作用.小苗基金为投资项目提供创业孵化、战略规划、公司治理、财务顾问、股权投资、资本运作等增值服务,帮助创业企业...,,小苗伙伴| ZStack&阿里云联合发布混合云解决方案,http://mp.weixin.qq.com/s?src=3&timestamp=1503130987&ver=1&signature=Mjrtxdhjz7S*jyJQv*YylCeH9rPQnexL3E2P7ZpK7RCyXY9WZNUuL8yluxmwSxFyqNKIrBjcVOeNfPHAEOVQgp8yehw0PnULVPpzArRBtg962YDcS5alTISPyTjnYNmaZlq6d3E3kQ81qY7DscXwSzvdQdmf92-lrCQxrdiUXPI=
长尾基金,http://mp.weixin.qq.com/profile?src=3&timestamp=1503131008&ver=1&signature=U9wdIAs0uTZ05XIJLqiOhbw5NVtriQFayOE0LbfGVjUVvUjvAS1B8dHhafAz68NPTJiY4HkN9zhAHJuLFUkKXA==,微信号：longtailfund,独立思考+勤奋+灵活+追求绝对收益,,如果你能预知未来,你会怎么炒股?,http://mp.weixin.qq.com/s?src=3&timestamp=1503131008&ver=1&signature=B8iu6jC2pNa6*xsPI5BB3WA6hSntfjmuJniHwc72dCCUOCclHq4CcO7fLDuqslfd49qVyWC0uEqcd85*XcaJ59hOhlV9LN7Fyt5PYZNQ618txnxSWecHsD9341XSLpzePyzgO6VsjU0vmZvpevF05d0XcJYclm5JmI6c9oigG8Q=
大恒基金,http://mp.weixin.qq.com/profile?src=3&timestamp=1503131008&ver=1&signature=cQkMewqBk-uSWXqjWD92gziqzYHA2QcRlMRV2BcaLUDF-terj3saTU*Am8o*kII14DmSM4m17TVlWSMN8hxqSw==,微信号：puxinzichan,衡水普信资产最新的行业资讯,持久精华的投资干货,关注投资和创业、私募股权、风投创投、经融财经.欢迎无论是准备走上投资路还是正走在投资路上的相关人士关注.,,【社会热点】加多宝王老吉红罐包装之争终于有结果了:双方共享,http://mp.weixin.qq.com/s?src=3&timestamp=1503131008&ver=1&signature=JS18bmpQO6Z-I16WpItSczpx2YHrK7EtJ0jj9lKO32U8VAA8iGGiMEZ1vJbI50QsAkX6B9XtNVmcWF2ho40VY2suChLHJml4Wi4*nPPA4yzxTC969JqW-bBSvkqaDs9j9gDgj5jBJPYwjzqQK*R8waZgbbaIEzJwsahk4idDprY=
中交基金,http://mp.weixin.qq.com/profile?src=3&timestamp=1503131008&ver=1&signature=3K4q51gyQFgMIUncso2lrJdNHuXEfJRMiZUl*oRiJO-rxH3-UrQUxTMRX0U*iYLoHDDFxyWoKRdY0V1wPWMxnA==,微信号：cccc-fund,发布中交投资基金管理(北京)有限公司重要信息,,【党建活动】基金公司举办首期“道德讲堂”廉洁教育主题活动,http://mp.weixin.qq.com/s?src=3&timestamp=1503131008&ver=1&signature=9*u6pGmGIqqW7VyppH*n-lK1Np6WfnMpser-BkPp*5ueM8rwVpafOuvUH*hT*aIL7DIIFj-4s5jjkGj9LMaNrIQQw7XWGWixP6luiIg37DAYywJVhtkeBVImhNAdCyr9tfVVIA9p4k3NoZz*BsIfpxTjynqzXucntrm96PCnd9Q=
交子基金,http://mp.weixin.qq.com/profile?src=3&timestamp=1503131008&ver=1&signature=BTP-D5UVxe04dCvvMpuT7pzXG2SaGjKsDw-fvcFHOrTlen9oP2xCPn70-moCaijqh3Uz9qVKfp7l-sv92qsNCA==,微信号：FINE00001,交子 您的金管家—专注大健康领域产业链投资—信任 信用 信誉,,【新三板周报·85期】新三板差异化信息披露时代来临,http://mp.weixin.qq.com/s?src=3&timestamp=1503131008&ver=1&signature=qLf0GktWLVMdxLIhKNG7VXTGPT9SU6NpawQ-13OZgGVdTI2wE64j9er69WfbCGVcKx56c3790yqRP8BMRMWrUl-855yS7U8eRE-PjX-N70*CdtHoFictiG6JZga6oFXrw01udFMPBv9EARSZhHPlzJnBJDtWf83CpHpeAnxmjAw=
中邦基金,http://mp.weixin.qq.com/profile?src=3&timestamp=1503131008&ver=1&signature=M9uru5Ezidb3IPGg4aAzCzXgakKQn*JOAeVloAiIh1Tf77O1XAUIjEvhwh9pkUb6WvJHqjw*cddpE-yfmG8DYQ==,微信号：zhongbangjijin,新能源产业基金,,《我的前半生》暴露的职场潜规则!比离婚好看10000倍,http://mp.weixin.qq.com/s?src=3&timestamp=1503131008&ver=1&signature=8xqfhsMOEDG881THcVd0WFRNV9oaeZli2ojvw3KywN00A3GsduU03ZIZgiSvE36TSQiJ558Ky2YjRo3BTh8FIkTjebODQajmiiPpCCulSiGqg-IrKn4fit1Sl-35Ip5GdZ1w-wkS38CWk30cgDDQzPDQPuuHBQqyu5*sgGc8Dpk=
国道基金,http://mp.weixin.qq.com/profile?src=3&timestamp=1503131008&ver=1&signature=EHGMuw4ftUrzh846S1V7Z7uLB1QP-ZHffhr1LZirwsqh3f6qWUKFpe32nM*Zyq7P90bND4tKOjMyrVP7tBseTQ==,微信号：guodaocaifu,国道资产管理(上海)有限公司成立于2012年;2014年领取私募管理人证书;公司核心管理团队来自保险,在资本市场有二十多年的实战及研究经历;主营业务为股票投资基金,主要策略:“网下打新+T+量化对冲”,现管理...,,有一种真实的投资风险叫做:什么都没做,http://mp.weixin.qq.com/s?src=3&timestamp=1503131008&ver=1&signature=Hbn5zj5NYguBPDyY7O5-jrK6jVMA7fkKy1uChL5BiXz7rgcFJBrTI07TMnhMGFQ-T95ZmN0*8DIbRrgyIB3lrWIA0p5y7Gclwdal5jg7HPKqw4evmliiBfQLxedxXCFN46AIjcncK--LuucRjkyd7XvSIcu7o5wkuZ14iLYE4x0=
宁洋基金,http://mp.weixin.qq.com/profile?src=3&timestamp=1503131008&ver=1&signature=XjlbcK-Uh7tBh8NnKAdl88bDASmK7pxbJUGu*EWD2Q8eE1IqITxySburzwohqewopQWGG4DH4qzFVc5*Z8sXDg==,微信号：nywy1847,宁洋基金管理有限公司主营以私募基金发行,股权基金.契约型基金投资;企业上市辅导,项目招商及优化商业模式,期待与您合作!,,私募行业,剩者为王,http://mp.weixin.qq.com/s?src=3&timestamp=1503131008&ver=1&signature=-ZSt5lDTPWfzHk-uKI82QSbUBjjGP-xF3oVs6DCG*KVUlxPtIUxq3s49n3dC8uRcPrdYi4HY4neGKBk5FSWvjANnAycfDNkTh6T3h6bpSVdISzqHE0-UccznY-kX7*We1PyyMh1lVVHRfaMc1pqK5T4vdFSP4go1UH48vhRQFrw=
进化基金,http://mp.weixin.qq.com/profile?src=3&timestamp=1503131008&ver=1&signature=*oGeoFb7Hd0yLL2ICFXEYfJ*kti8gV3RczOAtuQaj*26MxJQFk-YuZJgwR6QugAoZW4dIu6QHRrcIODt7vZZWQ==,微信号：gh_d1ebd2ac6c68,投资管理;受托资产管理;受托管理股权投资基金;股权投资;创业投资(以上各项涉及法律、行政法规、国务院决定禁止的项目除外,限制的项目须取得许可后方可经营).,,公募基金热议可转债配置机遇,http://mp.weixin.qq.com/s?src=3&timestamp=1503131008&ver=1&signature=9uwh8ErtBCZOQZb-c28-lxgKYX-QX7d7Q38Eui0-FyQvlhYtmS1YRXmgNs-OWKqczSJJPnh2XE43SWdiM6h9bxH4i6Oxe0NKzyN*wgSkub0JNKIYqMu3*9b5yE2IFBmr3G57qIlFOTauePK35g6ld8TZTwtllvOUzlKpYsyziuM=
童虎基金,http://mp.weixin.qq.com/profile?src=3&timestamp=1503131008&ver=1&signature=*01-4dZewJ0NWYSFVrWHPehfiXhH8kZkynX3zBXqOHtnfBFFN6frxIN3XRTVkOt7kDqyVDGooUYW*DYwqVVuWQ==,微信号：TonghuFund,童虎基金,专注于资产管理、阳光私募基金、股权投资基金领域.这里有最前沿的行业话题、最实用的原创投资技巧与最权威深度的挖掘.,,童虎骁晟五号私募投资基金正式投资运作,http://mp.weixin.qq.com/s?src=3&timestamp=1503131008&ver=1&signature=5Zqh9qar35Gi1YCixzYpowVxtpY41sAPUzaqqLTI-iRHJiz1-JDQ5Fp0-E6Ade4IOI--E925I63EOdQfotvOGTbG9UqQOONaV*rr-RoOImeHZ8bAoby2k1jKNfeq9W1cnTUA5j8rLkOZWE6w*SC8ucOvPTAQTlzkLbGDke9SgTo=
电盈基金,http://mp.weixin.qq.com/profile?src=3&timestamp=1503131008&ver=1&signature=rGuhyDOfxfkTrDLKjuOoKLkwnM6fNWZDJRLgfFa7PEo2pBpi9R8oq*wLnZ2tAIpk-ar6xVkUftNu7i*BqBD-Ow==,微信号：dianyingfund,理财产品,基金销售,互联网金融,,探秘2017年文化投资基金:规模达千亿,动漫、体育成热点,http://mp.weixin.qq.com/s?src=3&timestamp=1503131008&ver=1&signature=lJSKddLobryaW5pkO6XQ7EpRlSetJwfcF2fYaWuzaVNbmXwqjfZS8sfiH*mRRjLtJs4Knux3xqz4uYIJea6bbOugaWtScksM*AmH0TnwaNK25zuBanKf9Ibt*yPyTwdIc0U9r8vBeLqTra8v9ZllSUHnez8zWFnIYsgTK*Mic8Q=
鼎诚基金,http://mp.weixin.qq.com/profile?src=3&timestamp=1503131029&ver=1&signature=H5mddZleyHCYKT17A9JcsLp8L5twlpCFw4fR4TjAUAXWBkx8EZceNp5AXcYEq1IX6hcnyw0qQrckim*I8EYG2Q==,微信号：dingchengfund,专注于股权投资、地产并购的专业基金管理公司,,【时事直通车】回归资产支持证券本源 助力企业去杠杆降成本,http://mp.weixin.qq.com/s?src=3&timestamp=1503131029&ver=1&signature=dhQDua58m4C-3OB9v1MLELrjClgI7Q1f9-SfF5glMkP9sDfTUeDmvz*AU33w3bAJJ6LwD1lEO4Edl5SZU4yQHl8yTwX4rFLN5cc14CeS4IMiCMkBvLtgR8gi886EDGs2Ip0EvsPjJjsYpVKvc8bccqF9eliNHNR1Y*Ynm1TT6y4=
贰基金,http://mp.weixin.qq.com/profile?src=3&timestamp=1503131029&ver=1&signature=LW8LgMr25pLiyLmo8wWgzn0mQF3CwLL-ccUmDcaWMppuqCGrafGbnNeI52O8weJzolLXZ3SMtzLxgp7Est8PYA==,微信号：twofoundation,武汉市贰基金公益基金会(简称贰基金)是一家由李再亮先生发起成立的公益组织,隶属于武汉市民政局的基金会,致力于搭建一个公益平台,关爱渐冻症患者和抑郁症患者两大主要公益领域,推进中国慈善事业发展.,,,
华茂基金,http://mp.weixin.qq.com/profile?src=3&timestamp=1503131029&ver=1&signature=TtgvTulumS1aH*bOIv0FvkW8HE1ASE0cG071-p*TAuX4iLdfX5vteoM*tNlRK7Nx0rBGgYBQvDLqmmSXJSUJlw==,微信号：huamaofund,深圳华茂股权投资基金管理有限公司(简称:华茂基金)成立于2012年,是专注于输配电产业领域的专业投资整合机构,公司为中国证券投资基金业协会私募基金管理人备案单位,备案号:P1020887.,,,
